Sample,FunctionalGroup,JSD
IFCB1_2009_224_161052,Dinoflagellata,0.21409098043301583
IFCB1_2009_224_161052,Flagellate,0.036251013390100235
IFCB1_2009_224_161052,Other,0.07497797876417618
IFCB1_2009_224_163310,Ciliate,
IFCB1_2009_224_163310,Diatom,0.5868908559562075
IFCB1_2009_224_163310,Dinoflagellata,0.2299045669102228
IFCB1_2009_224_163310,Flagellate,0.03392095740562202
IFCB1_2009_224_163310,Other,0.08680025332430177
IFCB1_2009_224_165556,Ciliate,
IFCB1_2009_224_165556,Diatom,0.5616217419350437
IFCB1_2009_224_165556,Dinoflagellata,0.17704922731351277
IFCB1_2009_224_165556,Flagellate,0.036251013390100235
IFCB1_2009_224_165556,Other,0.0843370826254693
IFCB1_2009_228_000456,Ciliate,
IFCB1_2009_228_000456,Diatom,0.4889608835106935
IFCB1_2009_228_000456,Dinoflagellata,
IFCB1_2009_228_000456,Flagellate,0.036251013390100235
IFCB1_2009_228_000456,Other,0.1158078273077568
IFCB1_2009_228_002831,Ciliate,
IFCB1_2009_228_002831,Diatom,0.5446049673594456
IFCB1_2009_228_002831,Dinoflagellata,
IFCB1_2009_228_002831,Flagellate,0.036251013390100235
IFCB1_2009_228_002831,Other,0.14591036294094645
IFCB1_2009_228_005118,Ciliate,
IFCB1_2009_228_005118,Diatom,0.40262454261024766
IFCB1_2009_228_005118,Dinoflagellata,0.2189862178050368
IFCB1_2009_228_005118,Flagellate,0.036251013390100235
IFCB1_2009_228_005118,Other,0.07983261729353679
IFCB1_2009_230_120831,Ciliate,
IFCB1_2009_230_120831,Diatom,0.5095318480813172
IFCB1_2009_230_120831,Dinoflagellata,0.20472634687597416
IFCB1_2009_230_120831,Flagellate,0.036251013390100235
IFCB1_2009_230_120831,Other,0.11516668515902204
IFCB1_2009_230_123119,Ciliate,
IFCB1_2009_230_123119,Diatom,0.5100934259783511
IFCB1_2009_230_123119,Dinoflagellata,0.21543012858374008
IFCB1_2009_230_123119,Flagellate,0.029828441638595705
IFCB1_2009_230_123119,Other,0.10042948868449211
IFCB1_2009_230_125432,Ciliate,
IFCB1_2009_230_125432,Diatom,0.527481238337286
IFCB1_2009_230_125432,Dinoflagellata,0.20882609064419283
IFCB1_2009_230_125432,Flagellate,0.036251013390100235
IFCB1_2009_230_125432,Other,0.08769458447672684
IFCB1_2009_247_153949,Ciliate,
IFCB1_2009_247_153949,Diatom,0.5480522269469991
IFCB1_2009_247_153949,Dinoflagellata,0.2676083555886451
IFCB1_2009_247_153949,Flagellate,0.033957758521307564
IFCB1_2009_247_153949,Other,0.13454688452519573
IFCB1_2009_247_160304,Ciliate,
IFCB1_2009_247_160304,Diatom,0.6147302903242322
IFCB1_2009_247_160304,Dinoflagellata,
IFCB1_2009_247_160304,Flagellate,0.036251013390100235
IFCB1_2009_247_160304,Other,0.13688715722438274
IFCB1_2009_247_162615,Ciliate,
IFCB1_2009_247_162615,Diatom,0.6187830821114156
IFCB1_2009_247_162615,Dinoflagellata,
IFCB1_2009_247_162615,Flagellate,0.03359345039530382
IFCB1_2009_247_162615,Other,0.14591036294094645
IFCB1_2009_249_000342,Ciliate,
IFCB1_2009_249_000342,Diatom,0.6255507159720655
IFCB1_2009_249_000342,Dinoflagellata,
IFCB1_2009_249_000342,Flagellate,0.036251013390100235
IFCB1_2009_249_000342,Other,0.14591036294094645
IFCB1_2009_249_002654,Ciliate,
IFCB1_2009_249_002654,Diatom,0.5679379940656515
IFCB1_2009_249_002654,Dinoflagellata,0.21929675057086642
IFCB1_2009_249_002654,Flagellate,0.03509308798214716
IFCB1_2009_249_002654,Other,0.14591036294094645
IFCB1_2009_249_005006,Ciliate,
IFCB1_2009_249_005006,Diatom,0.5066302998168336
IFCB1_2009_249_005006,Dinoflagellata,
IFCB1_2009_249_005006,Flagellate,0.03336846135261199
IFCB1_2009_249_005006,Other,0.1323559635538189
IFCB1_2009_249_180840,Ciliate,
IFCB1_2009_249_180840,Diatom,0.5622380844313907
IFCB1_2009_249_180840,Dinoflagellata,0.2676083555886451
IFCB1_2009_249_180840,Flagellate,0.036251013390100235
IFCB1_2009_249_180840,Other,0.12965656027236097
IFCB1_2009_249_183154,Ciliate,
IFCB1_2009_249_183154,Diatom,0.561150471438603
IFCB1_2009_249_183154,Dinoflagellata,0.22713311540022796
IFCB1_2009_249_183154,Flagellate,0.036251013390100235
IFCB1_2009_249_183154,Other,0.14591036294094645
IFCB1_2009_249_185505,Ciliate,
IFCB1_2009_249_185505,Diatom,0.5565506295658164
IFCB1_2009_249_185505,Dinoflagellata,0.2676083555886451
IFCB1_2009_249_185505,Flagellate,0.036251013390100235
IFCB1_2009_249_185505,Other,0.12360842378672349
IFCB1_2009_262_001431,Ciliate,0.21058043869821275
IFCB1_2009_262_001431,Diatom,0.4855760425240262
IFCB1_2009_262_001431,Dinoflagellata,0.19298945651425484
IFCB1_2009_262_001431,Flagellate,0.032766006913678085
IFCB1_2009_262_001431,Other,0.1528461989332461
IFCB1_2009_262_003744,Ciliate,0.19346023481821573
IFCB1_2009_262_003744,Diatom,0.47663784188726643
IFCB1_2009_262_003744,Dinoflagellata,0.16754549398074625
IFCB1_2009_262_003744,Flagellate,0.036251013390100235
IFCB1_2009_262_003744,Other,0.1579915417663501
IFCB1_2009_262_181939,Ciliate,
IFCB1_2009_262_181939,Diatom,0.5419834350186987
IFCB1_2009_262_181939,Dinoflagellata,0.21474037496791062
IFCB1_2009_262_181939,Flagellate,0.028654951169861567
IFCB1_2009_262_181939,Other,0.13024476902458615
IFCB1_2009_262_184307,Ciliate,
IFCB1_2009_262_184307,Diatom,0.5587509123313735
IFCB1_2009_262_184307,Dinoflagellata,0.2133915286532178
IFCB1_2009_262_184307,Flagellate,0.03356734040101696
IFCB1_2009_262_184307,Other,0.1436076326562302
IFCB1_2009_267_002056,Ciliate,0.2660117505388641
IFCB1_2009_267_002056,Diatom,0.409675647352593
IFCB1_2009_267_002056,Dinoflagellata,0.21332658373698798
IFCB1_2009_267_002056,Flagellate,0.036251013390100235
IFCB1_2009_267_002056,Other,0.14591036294094645
IFCB1_2009_267_004410,Ciliate,0.348727570720347
IFCB1_2009_267_004410,Diatom,0.46319510147106957
IFCB1_2009_267_004410,Dinoflagellata,0.2129453278796956
IFCB1_2009_267_004410,Flagellate,0.036251013390100235
IFCB1_2009_267_004410,Other,0.15036055927449996
IFCB1_2009_275_125437,Ciliate,
IFCB1_2009_275_125437,Diatom,0.5601445133100887
IFCB1_2009_275_125437,Dinoflagellata,0.212480309313934
IFCB1_2009_275_125437,Flagellate,0.031109193421544255
IFCB1_2009_275_125437,Other,0.12123782805647479
IFCB1_2009_275_131750,Ciliate,
IFCB1_2009_275_131750,Diatom,0.5331860661795718
IFCB1_2009_275_131750,Dinoflagellata,0.22306080059336578
IFCB1_2009_275_131750,Flagellate,0.031060420585727867
IFCB1_2009_275_131750,Other,0.13381247525781578
IFCB1_2009_275_134122,Ciliate,
IFCB1_2009_275_134122,Diatom,0.5017411119218859
IFCB1_2009_275_134122,Dinoflagellata,0.2183335975332238
IFCB1_2009_275_134122,Flagellate,0.036251013390100235
IFCB1_2009_275_134122,Other,0.12484052572585828
IFCB1_2009_276_000655,Ciliate,
IFCB1_2009_276_000655,Diatom,0.5303874781913789
IFCB1_2009_276_000655,Dinoflagellata,0.21267921452986177
IFCB1_2009_276_000655,Flagellate,0.032720376528971425
IFCB1_2009_276_000655,Other,0.12883405129136138
IFCB1_2009_276_003007,Ciliate,0.2153714247650822
IFCB1_2009_276_003007,Diatom,0.4273162479040929
IFCB1_2009_276_003007,Dinoflagellata,0.21287692924098642
IFCB1_2009_276_003007,Flagellate,0.031028354316450166
IFCB1_2009_276_003007,Other,0.12907244334429444
IFCB1_2009_276_005321,Ciliate,
IFCB1_2009_276_005321,Diatom,0.47515154117785774
IFCB1_2009_276_005321,Dinoflagellata,0.21287692924098642
IFCB1_2009_276_005321,Flagellate,0.0327330759392622
IFCB1_2009_276_005321,Other,0.1262048368100709
IFCB1_2009_276_181153,Ciliate,
IFCB1_2009_276_181153,Diatom,0.6575119795625116
IFCB1_2009_276_181153,Dinoflagellata,0.21247957333219433
IFCB1_2009_276_181153,Flagellate,0.03237818398456533
IFCB1_2009_276_181153,Other,0.1445354143498464
IFCB1_2009_276_183506,Ciliate,
IFCB1_2009_276_183506,Diatom,0.5885117438367939
IFCB1_2009_276_183506,Dinoflagellata,0.2257432700580933
IFCB1_2009_276_183506,Flagellate,0.036251013390100235
IFCB1_2009_276_183506,Other,0.13249795127413574
IFCB1_2009_276_185819,Ciliate,
IFCB1_2009_276_185819,Diatom,0.49417034321178543
IFCB1_2009_276_185819,Dinoflagellata,0.16908388801934496
IFCB1_2009_276_185819,Flagellate,0.03135779740580883
IFCB1_2009_276_185819,Other,0.13333681039940726
IFCB1_2009_288_130947,Ciliate,
IFCB1_2009_288_130947,Diatom,0.5619838514201995
IFCB1_2009_288_130947,Dinoflagellata,
IFCB1_2009_288_130947,Flagellate,0.036251013390100235
IFCB1_2009_288_130947,Other,0.13704074011088993
IFCB1_2009_288_133316,Ciliate,
IFCB1_2009_288_133316,Diatom,0.5598965321545952
IFCB1_2009_288_133316,Dinoflagellata,
IFCB1_2009_288_133316,Flagellate,0.03202775561708391
IFCB1_2009_288_133316,Other,0.14380569147114144
IFCB1_2009_288_193443,Ciliate,0.17666660120334535
IFCB1_2009_288_193443,Diatom,0.41487347049489237
IFCB1_2009_288_193443,Dinoflagellata,
IFCB1_2009_288_193443,Flagellate,0.029973472006130313
IFCB1_2009_288_193443,Other,0.08473560664786844
IFCB1_2009_288_195758,Ciliate,
IFCB1_2009_288_195758,Diatom,0.4344010415124503
IFCB1_2009_288_195758,Dinoflagellata,
IFCB1_2009_288_195758,Flagellate,0.03214249118257103
IFCB1_2009_288_195758,Other,0.100805250112743
IFCB1_2009_288_202112,Ciliate,
IFCB1_2009_288_202112,Diatom,0.4226727882020518
IFCB1_2009_288_202112,Dinoflagellata,
IFCB1_2009_288_202112,Flagellate,0.02843692303808968
IFCB1_2009_288_202112,Other,0.11887983826147365
IFCB1_2009_292_001605,Ciliate,
IFCB1_2009_292_001605,Diatom,0.278927982996398
IFCB1_2009_292_001605,Dinoflagellata,0.2183335975332238
IFCB1_2009_292_001605,Flagellate,0.016427828096658683
IFCB1_2009_292_001605,Other,0.141468525803016
IFCB1_2009_292_003918,Ciliate,
IFCB1_2009_292_003918,Diatom,0.3422694029335761
IFCB1_2009_292_003918,Dinoflagellata,0.21350378286300356
IFCB1_2009_292_003918,Flagellate,0.014232565878300671
IFCB1_2009_292_003918,Other,0.1364456845107955
IFCB1_2009_292_182104,Ciliate,
IFCB1_2009_292_182104,Diatom,0.371231162142302
IFCB1_2009_292_182104,Dinoflagellata,0.2220588328940731
IFCB1_2009_292_182104,Flagellate,0.031155512191486587
IFCB1_2009_292_182104,Other,0.1260270347070587
IFCB1_2009_292_184417,Ciliate,
IFCB1_2009_292_184417,Diatom,0.3699134775149895
IFCB1_2009_292_184417,Dinoflagellata,0.21310207873064332
IFCB1_2009_292_184417,Flagellate,0.02358982906111189
IFCB1_2009_292_184417,Other,0.13114913812837764
IFCB1_2009_294_145539,Ciliate,
IFCB1_2009_294_145539,Diatom,0.3955418705923444
IFCB1_2009_294_145539,Dinoflagellata,0.21881708363614893
IFCB1_2009_294_145539,Flagellate,0.01842271349438509
IFCB1_2009_294_145539,Other,0.10885440811788287
IFCB1_2009_294_151853,Ciliate,
IFCB1_2009_294_151853,Diatom,0.36230112502840883
IFCB1_2009_294_151853,Dinoflagellata,0.154181648260528
IFCB1_2009_294_151853,Flagellate,0.026336697439004374
IFCB1_2009_294_151853,Other,0.13643531239190743
IFCB1_2009_294_154206,Ciliate,
IFCB1_2009_294_154206,Diatom,0.3741781602888304
IFCB1_2009_294_154206,Dinoflagellata,0.2676083555886451
IFCB1_2009_294_154206,Flagellate,0.027942879508346338
IFCB1_2009_294_154206,Other,0.15414356145171454
IFCB1_2009_307_000512,Ciliate,
IFCB1_2009_307_000512,Diatom,0.38272327662627786
IFCB1_2009_307_000512,Dinoflagellata,
IFCB1_2009_307_000512,Flagellate,0.029052531092489717
IFCB1_2009_307_000512,Other,0.13983402754602983
IFCB1_2009_307_002826,Ciliate,
IFCB1_2009_307_002826,Diatom,0.33434202818772346
IFCB1_2009_307_002826,Dinoflagellata,0.21287070787290946
IFCB1_2009_307_002826,Flagellate,0.036251013390100235
IFCB1_2009_307_002826,Other,0.1220241936467317
IFCB1_2009_307_005137,Ciliate,
IFCB1_2009_307_005137,Diatom,0.3825853394468393
IFCB1_2009_307_005137,Dinoflagellata,0.2631690459447488
IFCB1_2009_307_005137,Flagellate,0.03091430886707458
IFCB1_2009_307_005137,Other,0.1335509254553653
IFCB1_2009_307_181012,Ciliate,
IFCB1_2009_307_181012,Diatom,0.4005436079712797
IFCB1_2009_307_181012,Dinoflagellata,0.22252414674181908
IFCB1_2009_307_181012,Flagellate,0.030874387447692008
IFCB1_2009_307_181012,Other,0.1446827747326417
IFCB1_2009_307_183326,Ciliate,
IFCB1_2009_307_183326,Diatom,0.35146822460850724
IFCB1_2009_307_183326,Dinoflagellata,0.20739303416771823
IFCB1_2009_307_183326,Flagellate,0.03149599429932258
IFCB1_2009_307_183326,Other,0.12309288545245757
IFCB1_2009_307_185636,Ciliate,
IFCB1_2009_307_185636,Diatom,0.3558758259946363
IFCB1_2009_307_185636,Dinoflagellata,0.17610721049304262
IFCB1_2009_307_185636,Flagellate,0.026171362867584876
IFCB1_2009_307_185636,Other,0.13385766335787808
IFCB1_2009_309_180858,Ciliate,
IFCB1_2009_309_180858,Diatom,0.4595974041828487
IFCB1_2009_309_180858,Dinoflagellata,0.18336500471954337
IFCB1_2009_309_180858,Flagellate,0.028612461216033537
IFCB1_2009_309_180858,Other,0.1084825154487893
IFCB1_2009_309_183212,Ciliate,
IFCB1_2009_309_183212,Diatom,0.5340345330653756
IFCB1_2009_309_183212,Dinoflagellata,0.21350366649205543
IFCB1_2009_309_183212,Flagellate,0.03508102276894616
IFCB1_2009_309_183212,Other,0.10729675938007464
IFCB1_2009_309_185523,Ciliate,
IFCB1_2009_309_185523,Diatom,0.5150768586411567
IFCB1_2009_309_185523,Dinoflagellata,0.15794196255150894
IFCB1_2009_309_185523,Flagellate,0.03155075315481801
IFCB1_2009_309_185523,Other,0.1305151591248747
IFCB1_2009_328_001438,Ciliate,
IFCB1_2009_328_001438,Diatom,0.35726738317764145
IFCB1_2009_328_001438,Dinoflagellata,
IFCB1_2009_328_001438,Flagellate,0.03613938279373021
IFCB1_2009_328_001438,Other,0.1230725766097637
IFCB1_2009_328_003811,Ciliate,
IFCB1_2009_328_003811,Diatom,0.37732082137111345
IFCB1_2009_328_003811,Dinoflagellata,
IFCB1_2009_328_003811,Flagellate,0.032935248286379115
IFCB1_2009_328_003811,Other,0.1195651269689721
IFCB1_2009_328_181957,Ciliate,
IFCB1_2009_328_181957,Diatom,0.467391863250097
IFCB1_2009_328_181957,Dinoflagellata,
IFCB1_2009_328_181957,Flagellate,0.03815955175739149
IFCB1_2009_328_181957,Other,0.12696475015523387
IFCB1_2009_328_184248,Ciliate,
IFCB1_2009_328_184248,Diatom,0.3912962124124719
IFCB1_2009_328_184248,Dinoflagellata,
IFCB1_2009_328_184248,Flagellate,0.037505995169719614
IFCB1_2009_328_184248,Other,0.1251073952920692
IFCB1_2009_341_000206,Ciliate,
IFCB1_2009_341_000206,Diatom,0.4265899592585537
IFCB1_2009_341_000206,Dinoflagellata,
IFCB1_2009_341_000206,Flagellate,0.031248542609866516
IFCB1_2009_341_000206,Other,0.13298847954541623
IFCB1_2009_341_002518,Ciliate,
IFCB1_2009_341_002518,Diatom,0.36321341916900146
IFCB1_2009_341_002518,Dinoflagellata,
IFCB1_2009_341_002518,Flagellate,0.03225115748895611
IFCB1_2009_341_002518,Other,0.12407074479406695
IFCB1_2009_341_004829,Ciliate,
IFCB1_2009_341_004829,Diatom,0.31516302025930787
IFCB1_2009_341_004829,Dinoflagellata,
IFCB1_2009_341_004829,Flagellate,0.030897023239951752
IFCB1_2009_341_004829,Other,0.12924253519942996
IFCB1_2009_362_002638,Ciliate,0.09742488532615189
IFCB1_2009_362_002638,Diatom,0.2716514501879448
IFCB1_2009_362_002638,Dinoflagellata,0.26096807109317727
IFCB1_2009_362_002638,Flagellate,0.030479296167642153
IFCB1_2009_362_002638,Other,0.11887837866098808
IFCB1_2009_362_004552,Ciliate,0.2436046728067043
IFCB1_2009_362_004552,Diatom,0.2846243716518451
IFCB1_2009_362_004552,Dinoflagellata,0.2676083555886451
IFCB1_2009_362_004552,Flagellate,0.03383123705621258
IFCB1_2009_362_004552,Other,0.12241412267446057
IFCB1_2010_012_190006,Ciliate,
IFCB1_2010_012_190006,Diatom,0.3401173082036461
IFCB1_2010_012_190006,Dinoflagellata,
IFCB1_2010_012_190006,Flagellate,0.052118370409826593
IFCB1_2010_012_190006,Other,0.12022413445000797
IFCB1_2010_012_191736,Ciliate,
IFCB1_2010_012_191736,Diatom,0.42190271690892533
IFCB1_2010_012_191736,Dinoflagellata,
IFCB1_2010_012_191736,Flagellate,0.04923458548491881
IFCB1_2010_012_191736,Other,
IFCB1_2010_012_192259,Ciliate,
IFCB1_2010_012_192259,Diatom,0.36576412636552413
IFCB1_2010_012_192259,Dinoflagellata,
IFCB1_2010_012_192259,Flagellate,0.07833549269424919
IFCB1_2010_012_192259,Other,0.11933138062513653
IFCB1_2010_012_194611,Ciliate,
IFCB1_2010_012_194611,Diatom,0.3781127491485459
IFCB1_2010_012_194611,Dinoflagellata,
IFCB1_2010_012_194611,Flagellate,0.041857392765085474
IFCB1_2010_012_194611,Other,0.13703565973622578
IFCB1_2010_028_061806,Ciliate,
IFCB1_2010_028_061806,Diatom,0.466661519695527
IFCB1_2010_028_061806,Dinoflagellata,
IFCB1_2010_028_061806,Flagellate,0.06592171727047404
IFCB1_2010_028_061806,Other,0.11513831744635754
IFCB1_2010_028_062254,Ciliate,
IFCB1_2010_028_062254,Diatom,0.36713603272669465
IFCB1_2010_028_062254,Dinoflagellata,0.15718095783224165
IFCB1_2010_028_062254,Flagellate,0.03554436675782859
IFCB1_2010_028_062254,Other,0.13897367382628398
IFCB1_2010_028_064151,Ciliate,
IFCB1_2010_028_064151,Diatom,0.49099456583478623
IFCB1_2010_028_064151,Dinoflagellata,
IFCB1_2010_028_064151,Flagellate,0.051749558847233736
IFCB1_2010_028_064151,Other,0.1151516451085859
IFCB1_2010_028_064623,Ciliate,
IFCB1_2010_028_064623,Diatom,0.3828518942476426
IFCB1_2010_028_064623,Dinoflagellata,0.22458066354414774
IFCB1_2010_028_064623,Flagellate,0.0659715859781731
IFCB1_2010_028_064623,Other,0.1341001331939829
IFCB1_2010_034_140026,Ciliate,
IFCB1_2010_034_140026,Diatom,0.45014992486673655
IFCB1_2010_034_140026,Dinoflagellata,0.1933759833211608
IFCB1_2010_034_140026,Flagellate,0.0857307202821003
IFCB1_2010_034_140026,Other,0.11666692305389671
IFCB1_2010_034_141639,Ciliate,
IFCB1_2010_034_141639,Diatom,0.4858602770346962
IFCB1_2010_034_141639,Dinoflagellata,
IFCB1_2010_034_141639,Flagellate,0.08533146106744727
IFCB1_2010_034_141639,Other,0.14591036294094645
IFCB1_2010_034_142321,Ciliate,
IFCB1_2010_034_142321,Diatom,0.455235272897819
IFCB1_2010_034_142321,Dinoflagellata,0.21697552241643353
IFCB1_2010_034_142321,Flagellate,0.0833989360840118
IFCB1_2010_034_142321,Other,0.12322248233101654
IFCB1_2010_034_144006,Ciliate,
IFCB1_2010_034_144006,Diatom,0.4738862434452366
IFCB1_2010_034_144006,Dinoflagellata,
IFCB1_2010_034_144006,Flagellate,0.10954953353687252
IFCB1_2010_034_144006,Other,0.12262650926020459
IFCB1_2010_034_144636,Ciliate,
IFCB1_2010_034_144636,Diatom,0.46085185416399055
IFCB1_2010_034_144636,Dinoflagellata,0.33254086043500575
IFCB1_2010_034_144636,Flagellate,0.06346852981202926
IFCB1_2010_034_144636,Other,0.14591036294094645
IFCB1_2010_036_175129,Ciliate,
IFCB1_2010_036_175129,Diatom,0.45990681989267285
IFCB1_2010_036_175129,Dinoflagellata,0.1971975115606789
IFCB1_2010_036_175129,Flagellate,0.10363895326512156
IFCB1_2010_036_175129,Other,0.12655560388200182
IFCB1_2010_036_181100,Ciliate,
IFCB1_2010_036_181100,Diatom,0.5036725073107187
IFCB1_2010_036_181100,Dinoflagellata,
IFCB1_2010_036_181100,Flagellate,0.12400476511093028
IFCB1_2010_036_181100,Other,
IFCB1_2010_036_181442,Ciliate,
IFCB1_2010_036_181442,Diatom,0.478732970102576
IFCB1_2010_036_181442,Dinoflagellata,0.3055253860930133
IFCB1_2010_036_181442,Flagellate,0.07593729918027087
IFCB1_2010_036_181442,Other,0.23105297621517756
IFCB1_2010_036_183757,Ciliate,
IFCB1_2010_036_183757,Diatom,0.47958784589343173
IFCB1_2010_036_183757,Dinoflagellata,0.4298836676533121
IFCB1_2010_036_183757,Flagellate,0.08804615988193673
IFCB1_2010_036_183757,Other,0.11975931993835966
IFCB1_2010_036_185706,Ciliate,
IFCB1_2010_036_185706,Diatom,0.4975941026705692
IFCB1_2010_036_185706,Dinoflagellata,
IFCB1_2010_036_185706,Flagellate,0.14139273315935846
IFCB1_2010_036_185706,Other,
IFCB1_2010_040_060201,Ciliate,
IFCB1_2010_040_060201,Diatom,0.4850819980501225
IFCB1_2010_040_060201,Dinoflagellata,
IFCB1_2010_040_060201,Flagellate,0.078640007327221
IFCB1_2010_040_060201,Other,0.14591036294094645
IFCB1_2010_040_210751,Ciliate,
IFCB1_2010_040_210751,Diatom,0.47405793398376705
IFCB1_2010_040_210751,Dinoflagellata,
IFCB1_2010_040_210751,Flagellate,0.12631563627766534
IFCB1_2010_040_210751,Other,0.20889160412452434
IFCB1_2010_040_212550,Ciliate,
IFCB1_2010_040_212550,Diatom,0.47895633060127285
IFCB1_2010_040_212550,Dinoflagellata,0.3047581798351897
IFCB1_2010_040_212550,Flagellate,0.11995263819979747
IFCB1_2010_040_212550,Other,0.058326454007992044
IFCB1_2010_040_214242,Ciliate,
IFCB1_2010_040_214242,Diatom,0.5213954610198969
IFCB1_2010_040_214242,Dinoflagellata,
IFCB1_2010_040_214242,Flagellate,0.08053592429627818
IFCB1_2010_040_214242,Other,
IFCB1_2010_040_214828,Ciliate,
IFCB1_2010_040_214828,Diatom,0.47161480318539284
IFCB1_2010_040_214828,Dinoflagellata,0.27113633366395706
IFCB1_2010_040_214828,Flagellate,0.10241594828542737
IFCB1_2010_040_214828,Other,0.10289894904924325
IFCB1_2010_040_220310,Ciliate,
IFCB1_2010_040_220310,Diatom,0.4865554258625466
IFCB1_2010_040_220310,Dinoflagellata,
IFCB1_2010_040_220310,Flagellate,0.10268313509491804
IFCB1_2010_040_220310,Other,0.19275163886918165
IFCB1_2010_044_170700,Ciliate,0.32693716049394095
IFCB1_2010_044_170700,Diatom,0.41009524617101123
IFCB1_2010_044_170700,Dinoflagellata,0.287489423643208
IFCB1_2010_044_170700,Flagellate,0.09214614844107755
IFCB1_2010_044_170700,Other,0.2483045034900704
IFCB1_2010_044_172801,Ciliate,0.35610304084385513
IFCB1_2010_044_172801,Diatom,0.42154550843497085
IFCB1_2010_044_172801,Dinoflagellata,0.19206098498782945
IFCB1_2010_044_172801,Flagellate,0.1092443693820126
IFCB1_2010_044_172801,Other,0.19563177968400536
IFCB1_2010_044_175113,Ciliate,0.3519936435161534
IFCB1_2010_044_175113,Diatom,0.4315247878204809
IFCB1_2010_044_175113,Dinoflagellata,0.2545637240081527
IFCB1_2010_044_175113,Flagellate,0.08768282928838968
IFCB1_2010_044_175113,Other,0.16991412385146196
IFCB1_2010_045_182248,Ciliate,0.320835713101762
IFCB1_2010_045_182248,Diatom,0.4021547899513776
IFCB1_2010_045_182248,Dinoflagellata,0.3618935265092805
IFCB1_2010_045_182248,Flagellate,0.05272341588325307
IFCB1_2010_045_182248,Other,0.047865332025123754
IFCB1_2010_045_184626,Ciliate,0.33713430611383893
IFCB1_2010_045_184626,Diatom,0.40205896066125896
IFCB1_2010_045_184626,Dinoflagellata,
IFCB1_2010_045_184626,Flagellate,0.052511978782687825
IFCB1_2010_045_184626,Other,0.08763691671863003
IFCB1_2010_055_011758,Ciliate,
IFCB1_2010_055_011758,Diatom,0.6278255339401337
IFCB1_2010_055_011758,Dinoflagellata,0.26019928485627075
IFCB1_2010_055_011758,Flagellate,0.036251013390100235
IFCB1_2010_055_011758,Other,0.14591036294094645
IFCB1_2010_055_014047,Ciliate,0.24917016889809596
IFCB1_2010_055_014047,Diatom,0.6858191797881402
IFCB1_2010_055_014047,Dinoflagellata,0.31051849814706955
IFCB1_2010_055_014047,Flagellate,0.037115725053689985
IFCB1_2010_055_014047,Other,0.0614999648733037
IFCB1_2010_060_221135,Ciliate,
IFCB1_2010_060_221135,Diatom,0.6291107181941697
IFCB1_2010_060_221135,Dinoflagellata,
IFCB1_2010_060_221135,Flagellate,0.036251013390100235
IFCB1_2010_060_221135,Other,0.06771770951950275
IFCB1_2010_060_223450,Ciliate,
IFCB1_2010_060_223450,Diatom,0.6880349968079351
IFCB1_2010_060_223450,Dinoflagellata,
IFCB1_2010_060_223450,Flagellate,0.03150589685803899
IFCB1_2010_060_223450,Other,0.11566733369051704
IFCB1_2010_060_225802,Ciliate,
IFCB1_2010_060_225802,Diatom,0.7249115070535487
IFCB1_2010_060_225802,Dinoflagellata,
IFCB1_2010_060_225802,Flagellate,0.03764704555381749
IFCB1_2010_060_225802,Other,0.11556025200422185
IFCB1_2010_078_181113,Ciliate,
IFCB1_2010_078_181113,Diatom,0.7331109513667649
IFCB1_2010_078_181113,Dinoflagellata,
IFCB1_2010_078_181113,Flagellate,0.036251013390100235
IFCB1_2010_078_181113,Other,0.11510004615271105
IFCB1_2010_078_183357,Ciliate,
IFCB1_2010_078_183357,Diatom,0.7554759054497147
IFCB1_2010_078_183357,Dinoflagellata,0.34605666778105953
IFCB1_2010_078_183357,Flagellate,0.036251013390100235
IFCB1_2010_078_183357,Other,0.11535084216726443
IFCB1_2010_078_185738,Ciliate,
IFCB1_2010_078_185738,Diatom,0.7516760791486554
IFCB1_2010_078_185738,Dinoflagellata,
IFCB1_2010_078_185738,Flagellate,0.037457818880715456
IFCB1_2010_078_185738,Other,0.1181997896039345
IFCB1_2010_096_081043,Ciliate,
IFCB1_2010_096_081043,Diatom,0.6879262575780744
IFCB1_2010_096_081043,Dinoflagellata,0.2589090870416104
IFCB1_2010_096_081043,Flagellate,0.036251013390100235
IFCB1_2010_096_081043,Other,0.11885410932083106
IFCB1_2010_096_083354,Ciliate,0.26819536126143473
IFCB1_2010_096_083354,Diatom,0.7352230249802594
IFCB1_2010_096_083354,Dinoflagellata,
IFCB1_2010_096_083354,Flagellate,0.036251013390100235
IFCB1_2010_096_083354,Other,0.11510676204693804
IFCB1_2010_096_085706,Ciliate,0.25731959140206695
IFCB1_2010_096_085706,Diatom,0.6897480903670288
IFCB1_2010_096_085706,Dinoflagellata,
IFCB1_2010_096_085706,Flagellate,0.036251013390100235
IFCB1_2010_096_085706,Other,0.1158078273077568
IFCB1_2010_107_120314,Ciliate,
IFCB1_2010_107_120314,Diatom,0.7453631583920425
IFCB1_2010_107_120314,Dinoflagellata,0.24944573425494299
IFCB1_2010_107_120314,Flagellate,0.027259803064725998
IFCB1_2010_107_120314,Other,0.11745269130681914
IFCB1_2010_107_122604,Ciliate,
IFCB1_2010_107_122604,Diatom,0.7437840505066408
IFCB1_2010_107_122604,Dinoflagellata,0.2571004247117034
IFCB1_2010_107_122604,Flagellate,0.030249343868618855
IFCB1_2010_107_122604,Other,0.12889836731432028
